Player ID,Name,Nationality,Club,Registered Position,Age,Overall Rating,Technique Rating,Speed Rating,Physical Rating,Resistance Rating,Attack,Defence,Header Accuracy,Dribble Accuracy,Short Pass Accuracy,Short Pass Speed,Long Pass Accuracy,Long Pass Speed,Shot Accuracy,Place Kicking,Swerve,Ball Control,Goal Keeping Skills,Response,Explosive Power,Dribble Speed,Top Speed,Body Balance,Stamina,Kicking Power,Jump,Tenacity,Teamwork,Form,Weak Foot Acc.,Weak Foot Freq.,Attack Awareness,Defence Awareness,GK,SWP,CB,RB,LB,DMF,CMF,RMF,LMF,AMF,RWF,LWF,SS,CF,Stronger Foot,Injury Tolerance,S01 One Touch Play,S02 Outside Curve,S03 Long Throw,S04 Super Sub,S05 Speed Merchant,S06 Long Range Drive,S07 Shoulder Feint Skills,S08 Turning Skills,S09 Roulette Skills,S10 Flip Flap Skills,S11 Flicking Skills,S12 Scissors Skills,S13 Step On Skills,S14 Side Stepping Skills,P01 Classic No.10,P02 Anchor Man,P03 Trickster,P04 Darting Run,P05 Mazing Run,P06 Pinpoint Pass,P07 Early Cross,P08 Box To Box,P09 Incisive Run,P10 Long Ranger,P11 Enforcer,P12 Goal Poacher,P13 Dummy Runner,P14 Free Roaming,P15 Tails Man,P16 Fox In The Box,P17 Offensive Sideback,P18 Track Back
39799,RENGIFO,Peru,,CF,28,68,D,C,C,D,74,30,82,74,68,70,68,68,76,60,60,75,50,83,77,77,80,81,74,76,79,68,68,4,5,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39801,L. RAMÍREZ,Peru,CORINTHIANS,AMF,26,68,D,D,D,D,74,40,67,86,74,70,73,69,75,60,60,85,50,70,72,71,77,72,71,72,70,66,65,4,5,5,3,2,False,False,False,False,False,False,False,True,True,True,False,False,True,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39802,O. CONTRERAS,Peru,UNIVERSIDAD SAN MARTÍN,CB,29,70,E,D,C,D,53,72,77,66,65,69,63,62,55,50,50,68,50,72,70,64,73,80,76,72,77,70,72,5,5,5,2,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39803,C. FERNÁNDEZ,Peru,UNIVERSIDAD SAN MARTÍN,LB,26,72,D,C,D,D,68,62,68,76,72,69,73,73,66,60,60,76,50,72,77,73,77,69,79,72,72,66,69,5,4,4,2,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39808,LUCENA,Venezuela,CARACAS FC,DMF,30,70,D,D,C,D,65,63,68,75,76,79,73,75,65,65,66,78,50,75,73,73,72,73,80,77,71,68,72,5,4,4,2,3,False,False,True,True,False,True,True,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39809,CHACÓN,Venezuela,DEPORTIVO TÁCHIRA,RB,30,75,D,C,C,D,68,64,68,77,72,68,76,73,65,73,65,75,50,70,80,76,78,73,80,79,71,69,70,5,5,5,2,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39813,ROMO,Venezuela,UDINESE CALCIO,GK,21,71,E,E,D,E,30,69,40,49,50,53,49,60,40,40,40,49,80,75,60,40,66,77,55,86,70,60,63,4,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39894,TCHOYI,Cameroon,WEST BROMWICH ALBION,RMF,28,73,D,C,C,D,73,52,80,80,69,67,69,68,73,65,63,75,50,75,78,84,83,83,78,82,78,66,67,4,5,5,3,2,False,False,False,False,False,False,True,True,False,True,True,False,True,False,Right,B,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39900,MOAWAD,Egypt,,LMF,32,75,C,C,C,D,72,59,67,79,75,72,78,77,70,72,71,76,50,73,83,78,78,67,85,75,76,74,72,5,4,4,3,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Left,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39913,C. DIABATÉ,Mali,GIRONDINS DE BORDEAUX,CF,23,67,D,D,C,D,73,34,78,75,66,67,65,65,75,68,58,72,50,77,65,65,76,86,75,82,75,67,66,4,6,6,3,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39920,LEYE,Senegal,,SS,28,65,C,C,C,E,73,34,77,76,73,71,75,76,71,73,72,74,50,75,75,77,82,81,78,78,80,65,65,4,5,5,3,2,False,False,False,False,False,False,True,True,False,False,True,False,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39922,KHUMALO,South Africa,TOTTENHAM HOTSPUR,CB,24,73,E,D,C,D,53,70,79,68,65,67,67,65,64,53,53,66,50,75,67,67,70,86,75,80,79,72,68,5,5,5,1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39923,GOULD,South Africa,,CB,28,73,D,C,C,D,49,72,77,70,68,69,67,65,65,59,55,68,50,75,72,68,80,83,79,70,73,65,67,4,5,5,1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39926,F. AYITÉ,Togo,,SS,23,62,D,C,C,D,68,45,68,76,66,67,67,69,70,73,70,68,50,68,82,83,80,71,74,78,80,66,65,3,4,4,3,2,False,False,False,True,True,False,False,True,True,False,False,False,True,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39928,J. AYITÉ,Togo,STADE BRESTOIS 29,CF,26,66,D,C,C,E,73,32,73,78,68,67,65,66,70,65,60,68,50,72,65,82,75,86,73,80,73,64,64,3,5,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39936,MKHITARYAN,Armenia,SHAKHTAR DONETSK,AMF,22,75,C,C,C,D,74,58,67,82,78,77,77,78,73,74,76,80,50,78,77,83,81,73,83,77,75,68,75,5,5,5,3,2,False,False,False,False,False,False,True,False,False,True,True,False,True,False,Right,A,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39956,I. IVANOV,Bulgaria,,CB,23,73,E,D,C,D,46,74,74,70,70,65,68,66,55,52,55,71,50,74,65,66,73,84,78,76,73,64,71,5,4,4,2,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39957,MANOLEV,Bulgaria,PSV,RB,25,75,D,C,C,D,70,64,66,74,74,73,76,73,64,60,65,76,50,73,78,78,76,74,83,74,77,66,75,5,5,5,3,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39958,MAKRIEV,Bulgaria,,CF,27,65,D,D,C,D,75,34,78,71,68,64,65,67,75,58,55,75,50,78,72,67,75,82,76,81,72,66,70,4,5,6,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39962,PAREIKO,Estonia,WIS?A KRAKÓW SA,GK,34,74,E,D,D,D,30,75,60,50,64,60,71,60,48,50,45,52,75,80,71,60,70,83,60,75,72,71,65,5,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39975,KÖTELES,Hungary,KRC GENK,GK,27,75,E,D,C,C,30,74,55,53,51,55,55,60,45,45,45,51,75,83,72,56,69,85,65,77,78,78,75,5,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
39976,SZALAI,Hungary,1. FSV MAINZ 05,CF,23,69,D,C,C,D,75,40,77,79,73,72,70,68,74,64,63,82,50,76,72,76,77,84,75,77,75,67,75,4,5,5,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40000,WOJTKOWIAK,Poland,,RB,27,74,D,C,C,C,62,70,74,73,71,71,73,70,56,62,63,70,50,73,75,77,78,77,83,77,77,75,75,5,4,4,2,3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40002,LEWANDOWSKI,Poland,BORUSSIA DORTMUND,CF,23,78,C,C,C,C,84,49,81,85,77,75,72,70,82,68,67,83,50,82,79,78,81,84,78,79,81,76,77,5,6,5,3,2,False,False,False,False,False,False,False,False,False,True,False,False,True,True,Right,A,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40003,T?NASE,Romania,,LMF,24,76,C,C,C,D,72,43,64,83,77,73,78,77,68,77,75,82,50,71,80,81,78,73,78,78,71,72,70,4,5,5,3,2,False,False,False,False,False,False,True,False,True,True,False,True,False,False,Right,B,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40009,OBRADOVI?,Serbia,REAL ZARAGOZA,LB,23,78,D,C,C,D,72,62,64,81,74,71,75,72,63,64,72,78,50,71,82,79,82,74,80,74,72,66,72,4,4,4,3,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Left,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40011,KAMENÁR,Slovakia,,GK,24,74,E,D,C,D,30,73,48,55,57,61,60,63,45,47,48,55,75,84,65,53,70,84,58,76,77,65,67,4,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40024,HUGO SUÁREZ,Bolivia,ORIENTE PETROLERO,GK,29,73,E,D,C,D,35,75,40,55,55,49,66,63,35,40,40,55,76,80,72,55,70,78,60,86,78,68,74,5,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40039,BEQIRAJ,Montenegro,NK DINAMO ZAGREB,CF,22,66,D,C,C,D,73,46,80,74,69,64,67,66,73,63,63,74,50,77,76,84,85,77,77,74,76,70,64,4,4,4,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40043,HOFFER,Austria,EINTRACHT FRANKFURT,CF,24,66,D,C,C,D,76,33,74,74,68,69,65,69,80,62,57,74,50,85,78,77,79,75,75,79,75,66,65,4,5,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40044,MAIERHOFER,Austria,,CF,29,60,D,D,C,D,76,35,84,70,68,63,61,63,71,63,55,66,50,77,64,64,68,88,74,71,66,68,69,4,5,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40046,EFOULOU,Cameroon,,CF,27,71,C,C,C,D,72,42,69,82,70,75,79,80,80,72,65,78,50,70,68,85,85,80,76,75,81,68,68,5,5,5,3,1,False,False,False,False,False,False,False,False,False,False,True,False,True,True,Right,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40053,S. JACKSON,Canada,NORWICH CITY,CF,24,63,D,C,C,D,76,43,72,75,67,68,70,70,71,60,60,75,50,76,78,76,82,73,75,75,81,66,66,4,5,5,3,2,False,False,False,False,False,False,False,True,False,False,True,False,True,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40059,BODUL,Croatia,,CF,22,64,D,C,C,E,68,30,65,82,70,64,66,66,74,60,60,84,50,65,78,75,82,77,71,74,80,55,60,3,5,5,3,2,False,False,False,False,False,False,False,False,False,False,True,True,True,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40062,CHERY,Netherlands,ADO DEN HAAG,CMF,23,67,D,C,C,E,65,52,63,81,76,68,74,69,68,70,70,82,50,71,80,74,76,73,75,77,75,63,65,4,4,4,2,2,False,False,False,False,False,False,True,False,True,True,False,True,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40063,VLEMINCKX,Belgium,,CF,25,70,D,C,C,C,79,38,85,72,69,71,68,69,76,65,62,72,50,80,74,74,77,84,78,79,83,84,72,5,4,3,3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40064,TEN VOORDE,Netherlands,RKC WAALWIJK,CF,20,62,D,C,C,E,67,31,66,79,67,68,66,69,67,55,55,79,50,69,80,77,79,80,73,77,73,60,60,3,5,5,3,2,False,False,False,False,False,False,False,True,True,False,True,True,True,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40065,MERTENS,Belgium,PSV,LWF,24,81,C,B,C,D,80,45,63,90,76,71,78,74,79,77,77,80,50,78,93,86,79,72,81,75,72,65,72,5,5,5,3,2,False,False,False,False,False,False,False,True,True,True,True,True,True,False,Right,A,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40073,BOYMANS,Netherlands,AZ,CF,22,64,D,D,C,E,75,33,80,71,65,68,64,66,75,60,55,71,50,78,67,71,73,82,72,79,72,65,63,4,5,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40075,RAMIRES,Brazil,CHELSEA FC,CMF,24,81,C,B,C,C,75,68,75,79,80,79,78,78,75,73,72,78,50,82,78,82,85,72,87,80,82,78,80,7,4,4,3,3,False,False,False,False,False,True,True,True,False,True,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40077,HALLICHE,Algeria,FULHAM FC,CB,25,74,D,D,C,D,51,75,78,74,72,70,75,77,63,64,67,73,50,80,70,67,73,77,77,75,82,67,69,3,5,5,2,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40078,R. ALEXANDRE,Brazil,,LB,21,72,D,C,D,D,68,60,66,81,75,72,75,73,65,72,70,78,50,67,75,78,75,67,76,75,68,63,68,3,4,4,2,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40080,T. PINTO,Portugal,RIO AVE FC,LB,23,73,D,C,C,D,66,66,68,69,68,72,71,75,60,55,52,67,50,80,78,73,78,70,84,78,80,80,64,6,4,4,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40082,NEY SANTOS,Brazil,VITÓRIA FC,RB,30,82,C,C,C,C,73,71,72,80,78,75,82,79,73,76,75,78,50,79,76,83,79,76,78,77,75,73,74,4,7,6,3,3,False,False,False,True,True,False,False,True,True,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,False,False
40083,A. PEÑA,Venezuela,CARACAS FC,AMF,21,59,D,C,D,E,65,33,60,78,72,63,70,65,66,68,68,78,50,75,84,78,73,66,75,69,72,60,63,3,5,5,3,2,False,False,False,False,False,False,False,True,True,True,False,False,True,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40084,COLOMBA,Switzerland,FC BASEL 1893,GK,34,74,E,D,D,E,30,76,40,52,53,56,53,60,40,40,40,50,77,80,65,53,65,82,58,76,76,63,63,5,5,5,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40085,INKOOM,Ghana,,RB,22,79,D,C,C,D,73,59,72,75,69,69,70,80,59,60,65,67,50,73,80,85,85,76,80,75,78,68,68,5,5,5,3,2,False,False,False,True,True,False,False,True,True,False,False,False,False,False,Right,B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False
40086,SCHÜRPF,Switzerland,,RMF,22,67,D,C,C,D,68,45,69,75,72,72,73,75,67,65,68,74,50,73,73,73,76,73,80,73,72,65,66,4,6,6,2,2,False,False,False,False,False,False,False,True,True,True,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40095,KARABELAS,Greece,A.E.K. ATHENS F.C.,LB,26,72,D,C,C,C,65,66,73,70,67,72,71,73,62,63,65,70,50,75,75,74,77,76,80,74,73,73,75,6,3,3,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40096,MAKOS,Greece,A.E.K. ATHENS F.C.,DMF,24,65,D,C,C,D,63,70,72,72,72,67,70,67,64,62,62,74,50,75,75,75,73,75,77,74,73,68,75,6,5,5,2,3,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40097,MANOLAS,Greece,A.E.K. ATHENS F.C.,CB,20,72,D,C,C,D,52,75,75,71,73,72,72,71,58,61,61,71,50,78,73,72,79,76,76,76,77,70,72,5,4,4,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40099,MUSTAFA SARP,Turkey,,DMF,30,76,D,C,B,C,65,73,82,73,75,76,74,78,65,65,66,75,50,78,71,72,75,83,85,82,77,82,80,6,4,4,2,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40100,RIDVAN ??M?EK,Turkey,,RB,20,68,D,D,C,D,65,62,66,72,69,65,69,69,57,63,62,73,50,72,71,73,75,75,76,73,73,66,68,4,4,4,3,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40101,BEKIR ?RTEGÜN,Turkey,FENERBAHÇE SK,CB,27,73,D,C,C,C,63,73,75,73,73,75,74,77,60,63,65,72,50,79,75,77,82,78,80,75,77,78,73,5,6,6,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False
40102,ÖZER HURMACI,Turkey,FENERBAHÇE SK,AMF,24,74,C,C,C,D,72,48,66,85,80,77,80,79,68,73,77,82,50,74,83,77,80,74,78,75,71,66,65,4,6,6,3,2,False,False,False,False,False,False,True,True,True,True,True,True,False,False,Right,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40105,?MOVŠ,Czech Republic,N.E.C. NIJMEGEN,CB,21,63,D,D,C,D,53,65,79,73,68,71,69,68,53,50,59,74,50,72,79,65,77,76,70,73,75,74,66,4,5,5,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40110,?EL?STKA,Czech Republic,TRABZONSPOR,RB,22,69,D,C,C,D,63,68,72,71,67,65,68,68,60,62,61,66,50,73,73,73,75,78,78,73,73,64,70,5,6,5,3,3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40112,HLOUŠEK,Czech Republic,1. FC NÜRNBERG,LMF,22,71,D,C,C,E,68,60,64,77,68,69,76,77,66,74,77,76,50,74,74,81,81,76,77,80,72,65,65,4,4,4,3,2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,Left,B,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40118,KRAMARI?,Croatia,,CF,20,63,D,C,C,D,73,45,71,76,72,71,71,71,73,70,70,77,50,81,77,78,80,73,77,75,74,70,72,4,5,4,3,2,False,False,False,False,False,False,False,True,True,False,False,False,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40122,LUKAKU,Belgium,CHELSEA FC,CF,18,71,D,C,C,D,76,33,80,77,72,68,70,72,76,65,64,76,50,75,75,76,83,85,77,77,78,70,70,4,7,6,3,1,False,False,False,False,False,False,False,True,True,False,True,True,True,True,Left,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40134,G. B. CYRIAC,Cote d'Ivoire,STANDARD DE LIÈGE,CF,21,59,D,C,C,E,65,48,72,75,67,65,66,66,65,63,63,78,50,75,84,72,82,75,83,75,74,62,68,3,4,4,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40142,ANGELI,Belgium,,CMF,20,65,D,D,C,D,65,62,72,73,73,70,72,72,63,65,63,75,50,73,75,66,72,80,76,78,72,63,73,4,7,5,2,2,False,False,True,True,True,True,True,True,True,True,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40150,DELANEY,Denmark,F.C. KØBENHAVN,AMF,20,65,D,C,C,D,67,45,77,76,73,70,72,71,65,63,65,75,50,74,75,78,80,76,80,70,77,63,70,4,7,6,3,2,False,False,False,False,False,False,True,True,True,True,False,False,False,False,Left,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40151,ÖZDOGAN,Denmark,,CMF,21,67,D,C,D,D,65,60,63,74,75,71,73,72,64,60,60,77,50,70,75,73,77,72,77,71,73,65,70,4,4,4,2,2,False,False,False,False,False,True,True,True,True,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40157,DANIEL,Brazil,INTERNACIONAL,RB,21,67,E,C,C,D,63,55,66,72,66,69,68,68,60,55,55,72,50,66,75,76,77,72,77,72,75,66,66,4,5,5,2,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40166,BOURCEANU,Romania,,CMF,27,75,C,C,C,C,67,68,70,75,76,73,77,78,66,72,75,76,50,75,77,73,73,78,85,76,76,80,74,5,5,5,2,3,False,False,False,True,True,True,True,True,True,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40173,PUKKI,Finland,FC SCHALKE 04,SS,21,72,D,C,C,D,76,39,63,81,75,73,72,70,77,64,64,83,50,74,81,80,81,76,80,78,70,66,67,4,5,5,3,2,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Right,A,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40175,OLIVA,Spain,,GK,35,75,E,D,D,D,30,78,55,53,55,53,54,59,45,44,44,48,77,84,64,52,63,81,58,77,74,75,64,5,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40176,SIGALI,Argentina,GODOY CRUZ,CB,24,74,D,C,C,D,53,74,76,71,70,68,72,70,60,50,50,72,50,79,73,69,76,80,80,76,78,72,73,5,5,5,2,3,False,True,True,True,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40179,JAVI MÁRQUEZ,Spain,RCD ESPANYOL,CMF,25,80,C,C,C,C,73,64,67,79,81,80,84,83,71,81,81,80,50,76,77,76,76,76,82,84,74,75,80,5,5,5,3,3,False,False,False,False,False,True,True,False,False,True,False,False,False,False,Left,A,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40183,B. ANGULO,Colombia,,LB,21,69,D,C,C,E,65,55,65,76,70,65,73,69,60,60,60,78,50,69,78,73,77,70,78,74,72,63,64,4,4,4,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40190,KREŠI?,Croatia,PAOK F.C.,GK,27,79,E,D,C,D,30,79,55,54,54,56,55,58,45,45,45,57,82,85,64,57,73,87,62,78,75,72,60,6,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40191,PAPAZOGLOU,Greece,PAOK F.C.,CF,23,62,D,D,C,D,70,44,80,67,66,69,69,67,70,62,62,72,50,74,63,69,72,85,73,78,72,67,65,4,3,3,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40193,FOTAKIS,Greece,PAOK F.C.,AMF,29,66,D,C,C,C,73,65,72,73,75,74,73,78,70,70,71,74,50,78,74,71,76,74,80,80,75,75,78,6,4,4,3,3,False,False,False,False,False,True,True,True,True,True,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
40194,KOUTSIANIKOULIS,Greece,,SS,23,65,D,C,D,E,72,48,65,81,71,66,70,67,69,66,64,80,50,74,85,82,80,70,77,69,70,66,63,4,4,4,3,2,False,False,False,False,False,False,False,True,True,True,True,True,True,False,Left,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False
