INDEX,NAME,SHIRTNAME,JAPANESE PLAYER NAME,SPACING,COMMENTARY,AGE,NATIONALITY,FOOT,WEIGHT,HEIGHT,FORM,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,INJURY TOLERANCE,GROWTH TYPE,MARKET PRICE,GK 0,SW 1,CB 2,LB 3,RB 4,DMF 5,CMF 6,LMF 7,RMF 8,AMF 9,LWF 10,RWF 11,SS 12,CF 13,POSITION,ATTACK,DEFENCE,HEADER ACCURACY,DRIBBLE ACCURACY,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,PLACE KICKING,SWERVE,BALL CONTROLL,GOAL KEEPING SKILLS,RESPONSE,EXPLOSIVE POWER,DRIBBLE SPEED,TOP SPEED,BODY BALANCE,STAMINA,KICKING POWER,JUMP,TENACITY,TEAMWORK,S01 1-TOUCH PLAY,S02 OUTSIDE CURVE,S03 LONG THROW,S04 SUPER-SUB,S05 SPEED MERCHANT,S06 LONG RANGE DRIVE,S07 SHOULDER FEINT SKILLS,S08 TURNING SKILLS,S09 ROULETTE SKILLS,S10 FLIP FLAP SKILLS,S11 FLICKING SKILLS,S12 SCISSORS SKILLS,S13 STEP ON SKILLS,S14 DEFT TOUCH SKILLS,S15 KNUCKLE SHOT,S16 JUMPING VOLLEY,S17 SCISSOR KICK,S18 HEEL FLICK,S19 WEIGHTED PASS,S20 DOUBLE TOUCH,S21 RUN AROUND,S22 SOMBRERO,S23 180 DRAG,S24 LUNGING TACKLE,S25 DIVING HEADER,S26 GK LONG THROW,P01 CLASSIC NO.10,P02 ANCHOR MAN,P03 TRICKSTER,P04 DARTING RUN,P05 MAZING RUN,P06 PINPOINT PASS,P07 EARLY CROSS,P08 BOX TO BOX,P09 INCISIVE RUN,P10 LONG RANGER,P11 ENFORCER,P12 GOAL POACHER,P13 DUMMY RUNNER,P14 FREE ROAMING,P15 TALISMAN,P16 FOX IN THE BOX,P17 OFFENSIVE SIDEBACK,P18 TRACK BACK,ATTACK AWARENESS,DEFENCE AWARENESS,SKIN COLOR,SKIN TEXTURE,FACE MODE,LINKED FACE,FACE SLOT,LINKED HAIR,HAIR SLOT,BOOTS,UNTUCKED SHIRT,TIGHT KIT,GLOVES,DRIBBLE STYLE,FREE KICK STYLE,PENALTY KICK STYLE,DROP KICK STYLE,GOAL CELEBRATION STYLE #1,GOAL CELEBRATION STYLE #2,CLUB TEAM,NUMBER,NATIONAL TEAM
9258,PISANU,PISANU,ピザヌ,2,2102,30,Italy,R,72,173,3,5,5,A,42,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,RMF,70,43,68,79,73,75,74,72,69,65,72,78,50,72,77,79,81,73,75,77,75,67,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,Default,0,131,0,4411,22,1,0,0,2,1,1,1,0,0,BOLOGNA FC,17,
9265,TZORVAS,TZORVAS,ゾルヴァス,2,2560,30,Greece,R,79,190,6,2,3,B,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,83,55,56,57,57,59,65,45,45,45,54,82,86,71,55,68,81,60,79,76,82,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Special,1,1432,1,5507,1,1,0,0,1,1,1,4,0,0,U.S.C. PALERMO,33,GREECE
9277,UCHE,UCHE,カル ウチェ,2,2833,29,Nigeria,R,71,179,4,5,5,A,34,3,0,0,0,0,0,0,1,1,1,1,0,0,1,1,SS,77,49,72,82,74,73,80,73,70,78,78,81,50,72,77,79,82,83,78,80,86,66,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,Default,0,131,0,4394,21,0,0,0,1,1,1,1,0,0,,12,NIGERIA
9278,DUDU,DUDU,ドゥドゥ,2,748,29,Brazil,R,75,186,4,5,5,C,63,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,CMF,74,65,83,78,77,77,77,78,70,70,73,78,50,78,73,75,75,78,84,80,78,65,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Special,1,234,1,4309,25,0,0,0,1,1,1,1,0,0,ATLÉTICO MINEIRO,81,
9286,ROSATI,ROSATI,ロサーティ,2,0,29,Italy,R,90,195,6,4,4,A,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,82,45,52,50,51,54,57,40,40,40,46,80,83,62,51,65,87,62,74,80,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4527,24,0,0,0,1,1,1,1,0,0,S.S.C. NAPOLI,83,
9291,VALDES,VALDES,ハイメ バルデス,2,2578,31,Chile,R,71,175,6,5,5,A,54,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,RMF,74,49,66,82,79,75,82,76,72,72,79,82,50,76,82,78,79,74,80,75,75,75,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4340,25,0,0,0,1,1,1,1,0,0,PARMA F.C.,17,
9308,DIEGO LÓPEZ,DIEGO LOPEZ,ディエゴ ロペス,2,705,30,Spain,R,88,196,5,4,4,A,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,86,55,52,56,56,63,63,44,40,40,55,84,85,72,50,65,83,60,80,78,71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Special,1,466,1,4541,28,0,0,0,1,1,1,1,0,0,SEVILLA FC,13,
9309,RIESGO,RIESGO,リエスゴ,2,0,28,Spain,R,76,185,4,4,4,A,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,78,42,55,49,53,56,60,40,40,44,50,77,84,68,52,68,78,60,75,80,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4272,18,0,0,0,1,1,1,1,0,0,CA OSASUNA,13,
9312,DAVID FUSTER,DAVID FUSTER,ダビド フステル,2,624,30,Spain,R,71,178,5,7,7,B,80,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,AMF,75,54,74,79,76,75,74,76,74,70,72,80,50,79,80,82,82,72,80,76,73,72,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4402,23,0,0,0,1,1,1,1,0,0,OLYMPIACOS FC,19,
9317,ARDA TURAN,ARDA,アルダ トゥラン,2,168,25,Turkey,R,72,176,4,6,5,B,121,4,0,0,0,1,1,0,1,1,1,1,1,1,1,0,LMF,76,52,66,86,84,82,82,80,73,75,80,85,50,73,85,85,78,77,80,77,70,80,72,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Special,1,1004,1,5079,5,0,0,0,4,1,1,1,0,0,ATLÉTICO DE MADRID,11,TURKEY
9319,RETO ZIEGLER,ZIEGLER,レト ツィーグラー,2,2192,26,Switzerland,L,77,183,6,4,4,A,52,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,LB,74,69,71,78,74,78,82,85,69,80,80,77,50,76,77,83,84,79,84,87,79,76,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,1,1,Default,0,131,0,4276,21,0,0,0,4,1,1,1,0,0,JUVENTUS F.C.,2,SWITZERLAND
9332,CONTINI,CONTINI,コンティーニ,2,553,32,Italy,L,76,184,4,4,4,B,56,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,CB,56,77,77,68,68,70,70,71,56,55,60,70,50,77,73,68,76,82,79,77,81,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4399,0,0,0,0,1,1,1,1,0,0,A.C. SIENA,80,
9333,GOBBI,GOBBI,ゴッビ,2,1011,31,Italy,L,79,183,6,4,4,B,47,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,LB,70,70,70,75,75,79,77,75,69,71,72,76,50,77,74,80,78,79,82,79,72,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4539,26,1,0,0,1,1,1,1,0,0,PARMA F.C.,18,
9334,ALVAREZ,ALVAREZ,エドガー アルバレス,2,0,32,Honduras,R,76,172,4,5,5,A,65,2,0,0,0,1,1,0,1,1,1,0,1,1,1,0,RMF,74,58,68,78,70,70,72,73,65,60,66,76,50,66,90,88,91,70,78,75,76,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,Default,0,131,0,4319,21,1,0,0,1,1,1,1,0,0,U.S.C. PALERMO,90,
9335,PISANO,PISANO,フランチェスコ ピザーノ,2,2101,26,Italy,R,67,174,6,5,6,A,52,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,RB,67,65,67,75,69,73,72,75,56,60,67,74,50,73,76,77,82,72,79,73,74,69,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4372,27,0,0,0,1,1,1,1,0,0,CAGLIARI CALCIO,14,
9340,JORGE RIBEIRO,JORGE RIBEIRO,ジョルジュ リベイロ,2,1303,30,Portugal,L,71,173,4,4,3,B,201,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,LB,72,59,67,79,77,75,81,82,66,80,82,78,50,69,78,73,73,68,75,82,72,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Special,1,1249,1,5324,18,0,0,0,1,2,1,1,0,0,GRANADA CF,16,
9341,GOMEZ,GOMEZ,マリオ ゴメス,2,1680,27,Germany,R,86,189,6,7,7,B,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,90,42,82,75,71,69,68,67,92,64,64,76,50,86,75,80,82,84,77,77,78,73,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,Special,1,1518,1,5593,11,1,0,0,1,1,1,1,69,81,FC BAYERN MÜNCHEN,33,GERMANY
9347,ADAM,ADAM,アダム,2,23,26,Scotland,L,82,185,6,4,4,A,56,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,CMF,76,60,66,82,85,87,87,90,75,84,87,80,50,75,75,77,75,72,80,85,75,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,1,Special,1,1799,1,5874,18,0,0,0,1,1,1,1,0,0,STOKE CITY,16,SCOTLAND
9375,S. CAZORLA,S. CAZORLA,サンティ カソルラ,2,2321,27,Spain,R,66,168,6,7,6,A,26,5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,RMF,84,53,65,88,82,78,83,82,77,81,79,86,50,78,87,84,83,74,86,84,67,77,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,2,1,Special,1,1311,1,5386,4,1,0,0,2,10,1,1,0,0,ARSENAL FC,19,SPAIN
9376,ARBELOA,ARBELOA,アルベロア,2,166,29,Spain,R,68,180,7,5,4,B,201,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,RB,67,75,75,73,73,74,73,75,64,65,70,74,50,78,76,77,85,77,85,76,75,77,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Special,1,1110,1,5185,1,1,0,0,3,1,1,1,0,0,REAL MADRID,17,SPAIN
9378,JAVI GARCIA,JAVI GARCIA,ハビ ガルシア,2,1242,25,Spain,R,85,187,6,5,5,A,63,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,DMF,64,79,78,78,83,69,78,69,66,65,68,81,50,79,68,66,75,85,79,84,81,78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,Special,1,1863,1,5938,1,1,0,0,1,1,1,1,0,0,MANCHESTER CITY,14,
9379,RUBÉN,RUBEN,ルベン,2,0,28,Spain,R,80,187,5,4,4,B,47,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,77,44,53,50,55,54,63,40,40,40,48,77,84,67,53,65,82,58,77,76,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4414,24,0,0,0,1,1,1,1,0,0,,7,
9382,C. RODRÍGUEZ,C. RODRIGUEZ,クリスティアン ロドリゲス,2,2242,27,Uruguay,L,81,178,4,5,5,B,3,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,LWF,75,58,62,78,70,78,70,80,70,75,76,76,50,81,86,86,78,80,90,83,75,80,67,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,Special,1,573,1,4648,6,1,0,0,1,1,1,1,0,0,ATLÉTICO DE MADRID,10,URUGUAY
9389,MARQUITOS,MARQUITOS,マルキートス,2,0,25,Spain,L,70,174,4,4,4,A,193,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,LMF,73,43,67,81,73,70,74,73,70,69,68,80,50,71,83,83,83,72,76,72,72,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4448,21,0,0,0,1,1,1,1,0,0,REAL VALLADOLID,3,
9404,GIGLIOTTI,GIGLIOTTI,ジリョッティ,2,0,27,France,R,74,176,4,4,4,A,59,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,CF,78,41,75,76,75,72,68,70,75,76,77,78,50,80,72,75,76,74,76,73,77,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,Default,0,131,0,4370,21,0,0,0,1,1,1,1,0,0,AC AJACCIO,15,
9405,DIABY,DIABY,ディアビ,2,687,26,France,R,78,188,4,6,5,B,42,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,CMF,73,65,71,85,71,74,69,73,70,66,63,76,50,73,74,84,82,82,83,84,79,68,74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,Special,1,533,1,4608,5,1,0,1,1,1,1,1,0,0,ARSENAL FC,2,
9406,KABOUL,KABOUL,カブール,2,1347,26,France,R,87,190,5,6,5,B,68,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,CB,54,82,79,73,74,82,76,77,62,74,63,74,50,78,70,80,82,87,76,88,80,75,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Special,1,1642,1,5717,5,1,0,0,1,8,1,1,0,0,TOTTENHAM HOTSPUR,4,
9418,GOURCUFF,GOURCUFF,グルキュフ,2,1033,26,France,R,79,185,3,7,6,B,170,5,0,0,0,0,0,0,1,1,1,1,0,0,1,0,AMF,80,53,75,88,82,73,88,85,85,88,88,85,50,71,68,72,78,81,85,78,78,62,66,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,Special,1,530,1,4605,1,1,0,1,1,1,1,1,0,0,OLYMPIQUE LYONNAIS,8,
9421,BEDIMO,BEDIMO,ベディモ,2,0,28,Cameroon,L,80,180,6,4,4,B,68,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,LB,77,65,69,78,69,72,75,77,63,65,70,70,50,76,68,88,88,85,82,80,78,68,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,6,1,Default,0,131,0,4508,24,1,0,1,1,1,1,1,0,0,MONTPELLIER HÉRAULT SC,5,CAMEROON
9425,S. LARSSON,LARSSON,セバスティアン ラーション,2,0,27,Sweden,R,74,178,5,6,6,B,3,4,0,0,0,0,1,0,1,1,1,1,0,0,0,0,RMF,76,58,67,80,82,78,88,83,70,85,83,80,50,75,77,76,78,72,84,78,72,65,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,Special,1,1208,1,5283,5,1,0,0,1,10,1,1,0,0,SUNDERLAND AFC,7,SWEDEN
9428,MCSHANE,MCSHANE,マクシェーン,2,0,26,Ireland,R,72,183,5,4,4,A,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,CB,57,75,75,71,68,67,67,65,56,60,60,74,50,79,74,65,79,77,78,74,76,66,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Special,1,643,1,4718,20,0,0,0,1,1,1,1,0,0,,13,IRELAND
9429,NINKOVIĆ,NINKOVIC,ニンコヴィッチ,2,1929,27,Serbia,R,76,178,6,5,5,A,3,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,AMF,73,63,70,78,77,70,77,70,66,72,70,77,50,84,78,75,76,80,86,73,80,75,82,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,Default,0,131,0,4340,0,1,0,0,3,1,1,1,0,0,FC DYNAMO KYIV,36,SERBIA
9431,O'DEA,ODEA,オデイ,2,0,25,Ireland,L,83,185,4,4,4,A,53,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,CB,60,74,74,69,66,69,74,74,62,70,71,71,50,73,73,69,77,77,78,78,81,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Special,1,1697,1,5772,28,0,0,0,1,1,1,1,0,0,,18,IRELAND
9433,LAMAH,LAMAH,ラマー,2,0,24,Belgium,L,71,180,4,6,5,A,54,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,LMF,71,43,63,81,71,72,71,75,69,60,63,75,50,77,82,82,84,75,78,79,75,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,Default,0,131,0,4360,20,0,0,0,1,1,1,1,0,0,CA OSASUNA,21,
9441,JOEY O'BRIEN,JOEY OBRIEN,ジョーイ オブライエン,2,1279,26,Ireland,R,69,180,4,5,5,A,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,RB,63,67,73,72,74,73,74,74,60,60,62,73,50,83,71,70,75,75,80,74,77,70,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Special,1,1242,1,5317,27,0,0,0,1,2,1,1,0,0,WEST HAM UNITED,17,
9446,GRAHAM,GRAHAM,グラハム,2,0,27,England,R,88,185,5,5,5,A,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,81,33,76,72,65,67,63,65,83,62,58,73,50,82,73,73,74,80,74,73,74,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,Default,0,131,0,4270,26,0,0,0,1,1,1,1,0,0,SWANSEA CITY,10,
9452,ONUOHA,ONUOHA,オヌオハ,2,1965,25,England,R,89,183,5,5,5,B,52,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,CB,62,76,75,70,68,70,67,65,63,60,62,70,50,73,75,74,90,82,81,72,82,63,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,Special,1,647,1,4722,20,1,0,0,1,1,1,1,0,0,QUEENS PARK RANGERS,42,
9487,HOSNI,HOSNI,ホズニ,2,1138,27,Egypt,R,70,172,6,5,5,A,60,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,CMF,78,58,66,82,78,78,78,75,78,80,81,78,50,81,79,80,75,73,83,80,75,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,4,1,Default,0,131,0,4441,28,0,0,0,1,1,1,1,0,0,,8,EGYPT
9505,V. BYSTROV,V. BYSTROV,V. ブイストロフ,2,2656,28,Russia,R,73,177,5,4,4,C,60,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,RMF,75,53,64,80,74,70,74,73,71,67,67,80,50,70,81,86,84,72,79,76,75,67,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4301,21,0,0,1,4,1,1,1,0,0,FC ZENIT ST. PETERSBURG,34,
9515,BORUC,BORUC,ボルツ,2,337,32,Poland,R,89,193,6,7,6,A,34,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,87,55,55,55,55,50,57,45,45,45,50,82,90,62,56,65,86,63,82,76,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Special,1,1165,1,5240,26,0,0,0,1,1,1,2,0,0,ACF FIORENTINA,1,
9520,SALPINGIDIS,SALPINGIDIS,サルピンギディス,2,2302,31,Greece,R,74,172,7,4,4,B,87,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,CF,76,48,77,75,74,73,74,73,80,68,72,76,50,86,80,77,78,75,83,78,78,80,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,3,1,1,Special,1,588,1,4663,18,0,0,0,1,1,1,1,0,0,PAOK F.C.,9,GREECE
9530,DEDIČ,DEDIC,デディッチ,2,658,27,Slovenia,R,77,182,4,5,5,A,65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CF,73,48,66,76,68,66,70,68,74,63,60,79,50,76,79,78,83,75,81,76,79,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,1,Default,0,131,0,4314,26,1,0,1,1,1,1,1,0,0,VFL BOCHUM,27,SLOVENIA
9533,BRANKO ILIČ,BRANKO ILIC,ブランコ イリッチ,2,364,29,Slovenia,R,78,187,5,5,5,A,47,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,RB,58,70,68,73,72,70,75,73,63,59,65,74,50,73,73,75,82,77,81,77,75,67,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4309,26,0,0,0,1,1,1,1,0,0,,6,SLOVENIA
9534,GORDON,GORDON,ゴードン,2,1027,29,Scotland,L,83,193,5,4,4,C,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,35,86,55,53,51,52,57,60,45,45,45,49,87,82,66,53,67,82,58,77,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Special,1,934,1,5009,18,0,0,0,1,1,1,1,0,0,,12,SCOTLAND
9541,J. COLLINS,COLLINS,ジェームズ コリンズ,2,1224,29,Wales,R,90,193,6,5,5,C,42,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CB,58,79,83,70,73,75,73,74,65,66,65,68,50,79,68,63,70,85,78,85,77,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Special,1,1377,1,5452,27,1,0,0,1,1,1,1,0,0,ASTON VILLA FC,6,
9567,BRAVO,BRAVO,ブラボ,2,365,29,Chile,R,84,185,5,4,4,A,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,45,80,50,55,54,60,63,73,55,68,58,60,79,86,75,55,73,80,60,86,82,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,Default,0,131,0,4416,27,1,0,0,1,1,1,1,0,0,REAL SOCIEDAD,1,CHILE
